1	Nascimento	tem 48 mandados de	prisão	1
1	48 mandados de prisão	decretados pela	Justiça	1
1	48 mandados de prisão	é apontado pela	polícia	0
2	1986	foi eleito senador no	Distrito_Federal pelo  PDT	0
3	Shakespeare	não interessa mais porque	é	0
3	mais porque	é	um europeu	0
3	um europeu	é	mais porque	0
4	um fardo	pesado para carregar entre	os metalúrgicos	1
5	dia 28 de abril	houve uma homenagem ao	irmão jesuíta Ricardo_Marchi	1
5	dia 28 de abril	deixou nossa pátria para	até hoje	0
5	para até	trabalhar no	colégio	0
6	Os vivaldinos	sabem que há uma enxurrada de	mentiras sobre o funcionalismo brasileiro	1
7	A primeira edição da  Olimpíada_Gay	ocorreu em	1982	1
8	A Trellis_DataCom	está vendendo	o fax/modem	1
9	o licenciamento	pode ser feito no	Detran	1
9	despachantes	cobram em_torno_de	CR$ 100	0
10	West	publica mais de	300 listas em 14 Estados norte-americanos	1
11	Bueno	entrou com	ação para cerca_de 30 mil pais	1
12	maio	poderá ocorrer o fato político mais relevante dos	últimos anos com a provável eleição de Vicentinho para a presidência da  Central_Única_dos_Trabalhadores	1
12	maio	poderá ocorrer o fato político mais relevante dos	últimos anos com a provável eleição de Vicentinho para a presidência da  CUT	1
13	o empresário	pode determinar vão levar a	uma progressiva introdução do  novo estilo	0
13	acordo com a tarefa	ser  cumprida  o  alcance  da	decisão	0
14	a experiência	é inédita no	Brasil	1
15	Dener	morreu no	dia 19 de abril em um acidente de carro	1
16	mesmo	receber invariavelmente	a mensagem	0
17	A área de multimídia	promete ser	uma festa	1
17	ser uma festa	promete	A área de multimídia	1
18	as seis equipes	juntas acumularam	12 vitórias	1
18	as seis equipes	juntas acumularam	12 quatro	0
19	O piloto da  Jordan	acha muito	difícil	1
19	muito difícil	baixar do	1min18s	0
20	os governos	costumam esquecer de fazer	a sua parte	1
20	a sua parte	dão o mau exemplo	uma insatisfação generalizada	0
20	a sua parte	inspiram	uma insatisfação generalizada	0
21	Pantaleão_Mansi	diz viver como estivesse no	século passado	1
22	A URV	é calculada a_partir_de	uma média de índices de inflação	1
23	A denúncia	é submetida à	análise do  órgão do  Judiciário responsável pelo  caso	1
24	Vicente_Barbatto_Zacarias	caíram de	uma altura de cerca_de 20 metros	1
26	As duas esquadras	sofreram o mesmo número de	infrações 47	1
28	respeito a essas normas	está ligado aos	atributos morais dos  participantes	0
29	Medeiros	disse que	sua candidatura	0
29	sua candidatura	viabiliza a candidatura de	Esperidião_Amin à  Presidência	1
30	sindicato	reúne funcionários da	Sabesp	1
30	sindicato	reúne funcionários da	Cetesb	1
30	sindicato	reúne funcionários da	Fundação_Florestal	1
30	O Sintaema	decretou greve a_partir_da	a 0h	1
31	O diretor-presidente da  Splice	afirmou ontem que	a prefeitura	0
31	O diretor-presidente da  Antonio_Beldi	afirmou ontem que	a prefeitura	0
31	a prefeitura	não pagou os US$ 600 mil referentes à	coleta de lixo no  bairro da  Penha nos  meses de dezembro	1
31	a prefeitura	não pagou os US$ 600 mil referentes à	coleta de lixo no  bairro da  Penha nos  meses de janeiro	1
31	zona	leste	) nos  meses	1
32	Sebastião_Zorzeto	disse que	o governo	0
32	o governo	vai intensificar a cobrança de	ICMS a_partir_de janeiro	1
33	Bentsen	viaja à	China	1
33	Bentsen	viaja à	mês	0
34	A eventual vitória de Lula	não assusta	o mercado	1
35	As boinas	ocupam segundo lugar na	Fit	1
36	O objetivo da  comissão técnica	é atenuar o desgaste físico do	time principal	1
37	prontos-socorros	funcionarão normalmente nos	três dias do  feriado	1
38	1970	saí de	aqui	0
38	irresponsável	ter escalado Rivelino na	ponta	1
39	os subsídios na  exportação agrícola	serão reduzidos em	21 % nos  próximos seis anos	1
39	21 % nos  próximos seis anos	é muito	difícil	0
40	o cinema de ficção	foi reduzido de	quinze filmes por ano para dois	1
41	estabilidade	prometida	como está	0
41	estabilidade	anunciada  temporariamente engendrada	como está	0
41	estabilidade	prometida  e  anunciada  temporariamente  engendrada  como  estáacontecendo no	Brasil	0
42	Os produtos alimentícios	registraram elevação de	0.93%	1
42	elevação de 0,93 %	acumulando retração de	0,10 % em	0
43	Alberto_Dualib	acompanhado dos	jogadores Gralak	1
43	Alberto_Dualib	acompanhado dos	jogadores Tupãzinho	1
43	Alberto_Dualib	acompanhado dos	jogadores Viola	1
43	Alberto_Dualib	acompanhado dos	jogadores Zé_Elias	1
43	Alberto_Dualib	acompanhado dos	jogadores Moacir	1
43	Alberto_Dualib	recebeu do	governador Luís_Antônio_Fleury_Filho	0
44	início do	havia sido pedido um resgate de	US$ 12	0
45	As principais emissoras de rádio de São_Paulo	receberam a música na	tarde	1
46	O administrador	eleito em	1992	1
46	1992	morreu assassinado há	um ano	0
47	O Ministério_da_Previdência_Social	divulgou ontem a tabela em	URV para recolhimento da  contribuição previdenciária de março	1
48	Os animais	desaparecem porque	a floresta	0
49	a Polícia_Federal	aumentou a fiscalização na	região	1
50	A empresa	avaliou o sutiã em	US$ 330	0
51	Jornal_Nacional	ajudam a enterrar a história de	Deus	0
51	Deus	é	brasileiro	1
53	que	foi centro administrativo	religioso	0
53	A Grande_Praça	é formada por	um conjunto de templos	1
53	A Grande_Praça	é formada por	um conjunto de pirâmides	1
53	A Grande_Praça	é formada por	um conjunto de acrópoles	1
54	a opção	foi a de converter	nenhum tostão	1
54	a de não converter nenhum tostão	foi	a opção	0
56	a porcelana	têm cor semelhante ao	dente natural	1
56	a porcelana	podem substituir	o amálgama	1
58	Henrique_Falzoni	pilotam amanhã na	Hípica_Paulista	1
59	O diretor da  Luiz_Antonio_Jonke	diz que	São_Paulo	0
60	A temporada	terminou com	uma grande repercussão	1
60	o esporte	viveu um novo momento de	euforia	1
61	embaixador do  Brasil em Washington	sabia sobre	Mickey	1
64	308 menores	tiveram	morte violenta	1
64	243	eram meninos	65 meninas .Em 1993	1
64	meninos	eram meninos	65 meninas .Em 1993	0
64	19,18 % das  mortes violentas	foram de	meninas	1
65	retráteis de três pontos	são	opcionais	0
66	empregados do  ramo de papel em São_Paulo	fundaram	220 leitos	0
66	empregados do  ramo de papel em São_Paulo	administram  um  hospital  de	220 leitos	0
66	um hospital de 220 leitos	custa  apenas  10  %  do	a empresa	0
66	a empresa	recolhe para	o INSS	0
67	os digitadores	devem cumprir a jornada normal de	44 horas	1
68	Silvio_José_Pereira	afirmou que o Diretório_Municipal do	PT	0
68	o Diretório_Municipal do  PT	fretou 120 ônibus para transportar militantes da	Capital	1
69	O prefeito	teria de	27 % a 30 % dos  votos	1
69	O prefeito	não terou de	27 % a 30 % dos  votos	0
69	O prefeito	ainda não terou de	27 % a 30 % dos  votos	0
70	ele	tentará presidir o Senado	ministro trombando com a meta do  filho	0
70	o Senado	ser  ministro  trombando  com	a meta do  filho	0
71	O esforço	tem	um objetivo determinado	1
71	um objetivo	determinado  :  tentardiminuir os números alarmantes dos	problemas de coração no  país	0
72	Hristo_Stoichkov	está registrado no	Barcelona da  Espanha	1
73	A queda das  vendas em relação a março	era prevista pela	indústria	1
74	moedas representativas do  cruzeiro real	continuarão em	circulação	1
74	Parágrafo 2º A_partir_da a primeira emissão do  Real	observada a paridade entre	o cruzeiro real	0
74	o Real	fixada pelo	Banco_Central do  Brasil naquela  data	0
75	manobra	arrojada	irresponsável	0
76	Ele	é presidente do	Doctor's_Data	1
76	que	detém o monopólio da	análise capilar no  mundo	0
77	A história	contada por	Peter_Bogdanovich	1
77	A história	dá conta da	personalidade do  diretor	1
77	ferocidade	tratava	suas estrelas	0
79	Ana_Cristina_Nogueira	apostou na	novidade	1
79	24	apostou na	novidade	0
80	A casa de quatro quartos	alugada pela	própria Unesp	1
80	A casa de quatro quartos	tem uma imensa infiltração de	água na  sala	1
81	a operação a PM	destacou cerca_de	2.000 homens	0
83	Damon_Hill	venceu ontem no	circuito do  Estoril	1
83	Damon_Hill	entrou na	luta pelo  título do  Mundial	1
84	Mercosul	lança	terça-feira	0
84	Convenção_Internacional_de_Decoração_do_Lar	ocorrerá em	Orlando	0
84	Convenção_Internacional_de_Decoração_do_Lar	ocorrerá em	EUA	0
85	A escolha tática	depende também da	situação do  atacante	1
86	nenhum político	gosta de colocar azeitona na	empada de seus adversários	1
87	a equipe	estava em	último lugar no  Campeonato_Paulista	1
87	o técnico	conseguiu manter o time na	divisão principal	1
88	O combustível	ficará mais caro para	consumidores	1
89	Essa variante agressiva dos  contos de fada	toma como ponto de	partida a história verídica de um grupo de jamaicanos	1
89	aventura	formar uma equipe de	trenó no  gelo	0
91	Esses 30 filmes	dão bem a idéia do	foi a conturbada e vigorosa existência da	0
91	a idéia do	foi  a  conturbada	RKO	0
91	a idéia do	vigorosa  existência  da	RKO	0
91	a conturbada e vigorosa existência da  RKO	passou pelas	mãos do  milionário	1
91	bem a idéia do  foi a conturbada e vigorosa existência da	dão	Esses 30 filmes	0
91	a conturbada e vigorosa existência da  RKO	foi	a idéia do	0
92	mais comum	diz	ele	0
93	a libra	fechou cotada a	US$ 1,5465	1
94	A montadora	apresentou nos	EUA	0
95	caso	deve entrar à	esquerda na  avenida	0
96	novo	falou muito na	saída eventual do  seu treinador	0
96	novo	falou muito na	saída eventual do  seu Giovanni_Trapattoni	0
97	Bell	afirmou que	todos os gols	0
97	todos os gols	são culpa do	goleiro	1
98	O presidente da  Febraban	disse que deverá ser aumentada a incidência de	imposto sobre as aplicações de curto prazo	1
98	O presidente da  Federação_Brasileira_das_Associações_de_Bancos	disse que deverá ser aumentada a incidência de	imposto sobre as aplicações de curto prazo	1
98	o caso do  fundão	é	O presidente da  Febraban	0
98	o caso do  fundão	é	O presidente da  Federação_Brasileira_das_Associações_de_Bancos	0
100	A Petrobrás	obteve um lucro líquido de	CR$ 141.015	0
101	68	chefia a equipe de	transição para o novo governo	0
101	especialista em direito tributário	é amigo de	longa data de Covas	1
101	especialista em direito Antônio_Angarita	é amigo de	longa data de Covas	1
102	a Comissão_de_Valores_Mobilários	regulamentou os Fundos sistema de	cotas na  compra de imóveis	1
102	a CVM	regulamentou os Fundos sistema de	cotas na  compra de imóveis	1
104	restaurante	sendo que	o bar	0
104	o bar	será deslocado para	o pátio do  fundo	1
105	Os processos econômicos	associados à	retomada da  xenofobia	1
105	Os processos econômicos	resultaram em	uma segregação dos  países centrais à  pobreza	1
105	Os processos econômicos	reaqueceram o debate dos	temas étnicos e religiosos	1
106	trabalhadores	resolvem seu problema	fazem inflação para toda	0
106	trabalhadores	fazem inflação para	toda a sociedade	1
107	O governo	fugiu para	a cidade de Cyangugu	1
108	os EUA	conseguem avançar além_da	a fase inicial de um campeonato mundial de futebol	1
109	As \ canções revolucionárias	são cantadas durante	todo o percurso	1
109	a marcha	está mais para	dança	1
111	competitivos	obrigando cada_vez_mais	as empresas	0
111	as empresas	buscarem	eficiência	1
112	o ministro	é  preciso  informatizar  totalmente  paraevitar	fraudes	0
113	a coisa pública	é a coisa do	povo	1
113	Tito_Lívio	analisou a existência de	corrupção em Roma	1
113	a coisa do  povo	é	a coisa pública	1
114	Hebraica/Banco_de_Boston deste  ano	foi encerrada no	último dia 9	0
116	A vice-cônsul do  Japão no  Pará	afirmou que o assassinato da	cônsul	0
116	A vice-cônsul do  Japão no  Sakiko_Haayakawa	afirmou que o assassinato da	cônsul	0
116	A vice-cônsul do  Japão no  25	afirmou que o assassinato da	cônsul	0
116	o assassinato da  cônsul	foi	um problema particular	1
116	A vice-cônsul do  Japão no  Pará	foi	um problema particular	0
116	A vice-cônsul do  Japão no  Sakiko_Haayakawa	foi	um problema particular	0
116	A vice-cônsul do  Japão no  25	foi	um problema particular	0
116	um problema particular	foi	o assassinato da  cônsul	1
118	Menininha	morreu em	Salvador no  dia 13 de agosto de 1986	1
119	as experiências do  primeiro mundo	têm mostrado que os grandes geradores de	emprego na  última década	0
119	os grandes geradores de emprego na  última década	foram os empreendimentos pequenos	médios	0
119	os empreendimentos pequenos e médios	foram	os grandes geradores de emprego na  última década	1
120	Rubens_Ricupero	negou que	os recursos	0
120	os recursos	tenham sido desviados para	fins	0
122	A Sabesp	está estudando um contrato de	parceria com algumas empresas	1
122	um contrato de parceria com algumas empresas	privadas para fazer a segurança da	adutora	0
123	a empresa	pagou as duas parcelas da	concordata	1
124	Corman	chega a rodar	dois filmes	1
124	dois filmes	utilizando	os mesmos cenários	1
125	Wernher	von	Braun	0
125	O mais famoso deles	teve papel fundamental no	programa americano	1
126	a carne de primeira	subiu 39 % desde	1º de julho	1
127	ele	voltava ao	time	1
127	dia	sofrida na	partida contra o Náutico	0
128	os primeiros de nacionalidade não americana	chegarem ao	Haiti	1
128	Haiti	são de	Antígua	0
128	Haiti	são de	Barbados	0
128	Haiti	são de	Belize	0
128	Haiti	são de	Jamaica	0
128	Haiti	são de	Trinidad-Tobago	0
129	Gilson_Rondinelli_Filho	estima que	São_Paulo	0
129	São_Paulo	terá 500 mil telefones celulares móveis até	o final de 95	1
130	Todos jogadores	treinei sabem é	Tostão	0
130	o melhor atacante da  história do  futebol	manter	uma bola	1
130	Tostão	organizar	o jogo	1
130	Tostão	fazer	a tabela	1
131	A direção do  Decap	demonstra reservas em	relação ao  uso das  cantinas por pessoas	1
133	Luiz_Appolonio_Neto	informa que em	3 de maio	0
133	a empresa	executou a reposição da	calçada do  imóvel	1
134	Importante	lembrar que	a violência	0
134	a violência	acontece fora_dos	os estádios	1
135	O PPR de Paulo_Maluf	era seu principal opositor em	plenário	1
136	Organização pela  Libertação da  Palestina	houve críticas ao	líder	1
136	Organização pela  Libertação da  OLP	houve críticas ao	líder	0
137	O Hospital_Memorial_Jackson	informa que 16 % das	internações	0
137	16 % das  internações	foram de	estrangeiros sem documentos	1
138	Ela	afirma que as escolas	as pessoas	0
138	as pessoas	não podem ficar imunes à	tecnologia	1
139	O governo brasileiro	tem até	o próximo dia 2	1
140	cinco máquinas	escrever	eletrônicas	0
140	cinco máquinas	escrever	eletrônicas	0
142	o entorpecimento	associado ao	casamento	1
142	fundação de um novo lar	resta somente a paralisia do	fim da  história a morte	0
143	Nossos esforços	estão marcados pelo	compromisso	1
144	O choque de massas de ar	facilita	tempestades	1
145	A	foi ajudada pela	retração de 1,69 % nos  preços dos  produtos de higiene pessoal	0
146	a saída	investir em	Pereira	1
147	funcionamento do  plano	vão dar	a ela	0
148	Trouxe nos  seus ventos de redemocratização	derrubando	fronteiras ideológicas	0
149	Elaina	foi responsável por	quatro dos  dez pontos de bloqueio	1
149	responsável por quatro dos  dez pontos de bloqueio	conquistados pelo	time	1
150	Reeves	é só mais um ator jovem	bonitão	0
150	bonitão	faz papel de	policial	0
151	hipótese de variação da  Ufir	saem favorecidos	os FAFs	1
151	5 % do  rendimento nominal bruto pelo  IR	incide diretamente na	carteira	1
154	O IPMF	foi criado para vigorar somente até	o próximo dia 31	1
155	Ele	é um grande compositor	um dos  grandes responsáveis pelo  sucesso do  projeto	0
155	um grande compositor e um dos  grandes responsáveis pelo  sucesso do  projeto	é	Ele	1
156	Radicalizar pelo  mundo sobre duas rodas	tem	dois endereços certos	1
156	International_Bicycle_Fund	representada no	país pela  Interpoint	1
158	Rebeldes islâmicos	fugiram em	1992 do  Tadjiquistão para o Afeganistão	1
159	Raciocínio	invertido  a  quarta  posição  nesse	item do  torneio	0
159	a Itália	tem	um time	1
160	A falta de tempo	impede Camila de ir mais ao	cinema	1
163	Barón	devolveu a confiança aos	mexicanos	1
164	o intervalo até a fase final da  Liga	corrigir	as falhas	0
165	30 minutos	foi	ele	0
165	ele	impediu que	o grupo	0
165	o grupo	matasse I.C.A.C. até	a chegada do  reforço da  PM	0
166	a direção do  Corsa	é mais macia em	manobras	1
167	as emendas	aprovadas podem ser promulgadas antes do	encerramento oficial da  revisão	1
167	encerramento oficial da  revisão	marcada para	o próximo dia 31	0
168	Prestes	será reproduzida no	livro	0
169	A Fundação_Oswaldo_Aranha	encerra suas inscrições em	6 de janeiro para os cursos de medicina	1
169	A Fundação_Oswaldo_Aranha	encerra suas inscrições em	6 de janeiro para os cursos de odontologia	1
170	Wright	tem em	comum com Sulloway	0
171	bombeiros	trabalharam durante	a corrida	1
171	a corrida	incentivavam	os corredores	0
172	A intervenção	veio como	medida saneadora	1
173	Little_Caesars	superam os US$ 2,2 bilhões ao	ano	1
174	Os 50 contribuintes mais ricos do  país	declararam à	Receita_Federal no  ano passado	1
174	Receita_Federal no  ano	passado um patrimônio de	US$ 11,7	0
175	O produto	foi utilizado na	iluminação do  auditório da  Expo_Office	1
176	Uma vez	postos na	mesa	0
176	mesa	come	#REF!	0
176	mesa	experimentando as sensações do	doce	0
176	mesa	salgado	amargo	0
176	mesa	do	amargo	0
176	mesa	brincando com	o palato	0
177	Rosa_Bonini_Alves_Aos 91	viúva de	Antonio_Alves	1
178	O TRT	julgou anteontem	a greve não abusiva	1
178	O Tribunal_Regional_do_Trabalho	julgou anteontem	a greve não abusiva	1
179	Serras	transformam toras em_pranchas	turistas	0
179	máquinas ruidosas	produzem painéis de	madeira para portas	1
179	uma barragem hidrelétrica	funciona a	pleno vapor	1
180	O BNDES	vai implantar até	o final do  ano	0
180	uma nova linha de financiamento para aquisição de máquinas agrícolas	voltada ao	pequeno produtor rural	0
181	Seus bichinhos de pelúcia com diálogos pornográficos	são representativos dessa	nova idéia	1
183	Minha missão	é continuar até	quando	0
183	a caneta	tiver criatividade para satisfazer necessidades do	homem	0
184	o governo	inventou a	Unidade_Real_de_Valor	1
184	o governo	inventou a	Unidade_Real_de_Valor	1
185	As mesmas divergências	acontecem com	o PP	1
186	A Comissão dos  Descobrimentos	é uma das	financiadoras do  filme	1
186	uma das  financiadoras do  filme	entrando com	um terço do  orçamento total de US$	0
186	A Comissão dos  Descobrimentos	entrando com	um terço do  orçamento total de US$	0
186	uma das  financiadoras do  filme	é	A Comissão dos  Descobrimentos	1
187	a espera	votar não foi muito	grande	0
188	operações de renda fixa	combinam compras	vendas simultâneas de contratos de opções	0
188	vendas simultâneas de contratos de opções	tinham sido feitas até	o final de 1993	1
189	O gerente da  empresa	disse que	a empresa	0
189	O gerente da  Hilton_Naetzke	disse que	a empresa	0
189	a empresa	estava providenciando sua transferência para	o parque industrial da  cidade	1
190	São_Paulo	reajustaram seus preços como consequência do	dissídio salarial	1
190	consequência do  dissídio salarial	concedido aos	seus trabalhadores	1
191	Antonio_Ferreira_Pinto	afirmou que vai abrir hoje uma sindicância para apurar a denúncia de	maus-tratos	1
191	a denúncia de maus-tratos	feita pelos	presos	1
193	e esquecer	jogar tudo para	o alto	0
194	Nelson_Maluf	acredita que	os telões	0
194	os telões	trarão impacto positivo no	trânsito	1
195	primeiro lugar	há que distinguir entre	o cidadão comum	1
196	A única escapada	foi abrir	o chuveiro	1
198	Maurício	iniciou seu treino na	seleção sob o olhar atento do  preparador físico	1
199	as regras da  categoria	não foi	um processo pacífico	1
199	foi um processo pacífico	não	as regras da  categoria	0
200	O governo	é tímido ao	lidar	0
200	tímido	lidar com	o assunto	0
200	o empresário a	assiste	estupefado	1
